form_id,start_date,end_date,location_id,location_name,country,post_emergency,persons_per_handpump,persons_per_tap,liters_per_person_per_day,non_chlorinated_0_cfu,chlorinated_safe_water_quality,households_with_toilet,persons_per_toilet,persons_per_shower,persons_per_hygiene_promoter,refugee_pop,reporting_monthly,liters_per_person_household,potable_water_storage_10l,protected_water_sources,menstrual_hygiene_satisfaction,household_toilet,defecate_in_toilet,access_to_soap,solid_waste_disposal_access,reporting_annual
53623589,6/28/2021,8/1/2021,533,Bokolmanyo,Ethiopia,Post-emergency,,112,14,,100,20,28,32,166,27818,18809,,,,,,,,,
53623590,6/28/2021,8/1/2021,541,Buramino,Ethiopia,Post-emergency,,130,15,,100,16,36,62,254,35858,18809,,,,,,,,,
53623591,6/28/2021,8/1/2021,429,Dollo Ado Transit Centre,Ethiopia,Emergency,,,28,,,100,10,27,,356,18809,,,,,,,,,
53626849,6/28/2021,8/1/2021,527,Fugnido,Ethiopia,Post-emergency,,76,16,,100,20,26,41,1020,44896,18809,,,,,,,,,
53626850,6/28/2021,8/1/2021,497,Fugnido 2,Ethiopia,Post-emergency,,50,20,,100,27,18,19,1089,9802,18809,,,,,,,,,
53623592,6/28/2021,8/1/2021,537,Hilaweyn,Ethiopia,Post-emergency,,119,16,,100,12,50,54,387,38733,18809,,,,,,,,,
53626851,6/28/2021,8/1/2021,494,Jewi,Ethiopia,Post-emergency,,127,18,,100,37,15,30,1219,60978,18809,,,,,,,,,
53623593,6/28/2021,8/1/2021,536,Kobe,Ethiopia,Post-emergency,,117,27,,100,19,20,37,208,32089,18809,,,,,,,,,
53626852,6/28/2021,8/1/2021,450,Kule,Ethiopia,Post-emergency,,150,18,,100,39,13,97,566,48726,18809,,,,,,,,,
53623594,6/28/2021,8/1/2021,535,Melkadida,Ethiopia,Post-emergency,,141,21,,100,17,23,42,233,36260,18809,,,,,,,,,
53626853,6/28/2021,8/1/2021,4015,Nguenyyiel,Ethiopia,Post-emergency,,163,22,,100,25,19,19,957,97657,18809,,,,,,,,,
53626854,6/28/2021,8/1/2021,544,Okugo,Ethiopia,Post-emergency,,85,20,,100,20,13,,581,12794,18809,,,,,,,,,
53626855,6/28/2021,8/1/2021,546,Tierkidi,Ethiopia,Post-emergency,,203,14,,100,7,65,281,1099,67089,18809,,,,,,,,,
53669276,6/28/2021,8/1/2021,668,Ampain,Ghana,Post-emergency,100,35,52,71,67,100,23,30,194,3300,18809,,,,,,,,,
53706651,6/28/2021,8/1/2021,669,Egyeikrom,Ghana,Post-emergency,706,54,63,,,100,13,13,108,1412,18809,,,,,,,,,
53674581,6/28/2021,8/1/2021,670,Fetentaa,Ghana,Post-emergency,,70,22,50,25,2,11,31,110,1107,18809,,,,,,,,,
53666724,6/28/2021,8/1/2021,671,Krisan,Ghana,Post-emergency,96,0,27,67,100,100,11,2,100,702,18809,,,,,,,,,
53735418,6/28/2021,8/1/2021,446,Basirma,Iraq,Post-emergency,,5,95,100,100,99,6,6,735,2206,18809,,,,,,,,,
53735415,6/28/2021,8/1/2021,442,Kawergosk,Iraq,Post-emergency,,5,142,100,100,100,6,6,965,7725,18809,,,,,,,,,
53735417,6/28/2021,8/1/2021,444,Qushtapa,Iraq,Post-emergency,,5,136,100,100,100,6,6,94,8302,18809,,,,,,,,,
53636196,6/28/2021,8/1/2021,519,Hagadera,Kenya,Post-emergency,,103,17,,93,94,5,,2042,85803,18809,,,,,,,,,
53636198,6/28/2021,8/1/2021,520,Ifo,Kenya,Post-emergency,,66,21,,97,78,7,,1808,75968,18809,,,,,,,,,
53633341,6/28/2021,8/1/2021,313,Dzaleka,Malawi,Post-emergency,1282,513,10,,,36,8,14,167,51279,18809,,,,,,,,,
53642786,6/28/2021,8/1/2021,696,Abala,Niger,Post-emergency,,244,12,,,3,21,73,16332,16332,18809,,,,,,,,,
53646964,6/28/2021,8/1/2021,4370,Chadakori,Niger,Emergency,,,7,,,100,100,103,,7519,18809,,,,,,,,,
53646965,6/28/2021,8/1/2021,4369,Dandaji Makao,Niger,Emergency,,,8,,,100,52,58,,4477,18809,,,,,,,,,
53646966,6/28/2021,8/1/2021,4371,Garin Kaka,Niger,Emergency,,,11,,,100,67,79,,4056,18809,,,,,,,,,
53642828,6/28/2021,8/1/2021,4382,Ouallam,Niger,Post-emergency,,124,12,,,6,45,44,,5814,18809,,,,,,,,,
53708675,6/28/2021,8/1/2021,632,Bugessera Transit Site,Rwanda,Post-emergency,,11,105,,100,100,7,13,20,371,18809,,,,,,,,,
53627291,6/28/2021,8/1/2021,626,Gihembe,Rwanda,Post-emergency,,117,19,,100,8,15,41,118,9971,18809,,,,,,,,,
53758985,6/28/2021,8/1/2021,629,Kigeme,Rwanda,Post-emergency,,78,16,,,100,32,46,715,15737,18809,,,,,,,,,
53627800,6/28/2021,8/1/2021,4243,Kijote,Rwanda,Emergency,,18,22,,,100,11,9,55,221,18809,,,,,,,,,
53636179,6/28/2021,8/1/2021,627,Kiziba,Rwanda,Post-emergency,,53,26,,100,100,23,50,269,17230,18809,,,,,,,,,
53626825,6/28/2021,8/1/2021,631,Mahama,Rwanda,Post-emergency,,62,24,100,100,100,13,13,362,46352,18809,,,,,,,,,
53758978,6/28/2021,8/1/2021,630,Mugombwa,Rwanda,Post-emergency,,95,28,,100,100,25,36,918,11023,18809,,,,,,,,,
53629085,6/28/2021,8/1/2021,628,Nyabiheke,Rwanda,Post-emergency,,90,10,,100,100,22,48,909,14549,18809,,,,,,,,,
53863247,6/28/2021,8/1/2021,633,Nyanza Reception Center,Rwanda,Post-emergency,,0,90,,,100,1,0,1,11,18809,,,,,,,,,
53705613,6/28/2021,8/1/2021,686,Ajoung Thok,South Sudan,Post-emergency,6362,110,20,,80,66,7,,377,44531,18809,,,,,,,,,
53638874,6/28/2021,8/1/2021,680,Doro,South Sudan,Post-emergency,400,105,14,100,100,30,16,581,1716,68643,18809,,,,,,,,,
53638875,6/28/2021,8/1/2021,681,Gendrassa,South Sudan,Post-emergency,400,122,19,100,100,34,15,487,624,19985,18809,,,,,,,,,
53638880,6/28/2021,8/1/2021,682,Kaya,South Sudan,Post-emergency,,75,20,,100,53,9,,750,26273,18809,,,,,,,,,
53705619,6/28/2021,8/1/2021,3886,Pamir,South Sudan,Post-emergency,8329,95,16,,87,41,10,,473,41646,18809,,,,,,,,,
53638881,6/28/2021,8/1/2021,678,Yusuf Batil,South Sudan,Post-emergency,400,102,13,100,100,34,16,806,1455,52394,18809,,,,,,,,,
53857675,6/28/2021,8/1/2021,561,Abuda,Sudan,Post-emergency,,96,40,,,63,6,6,236,2367,18809,,,,,,,,,
53820579,6/28/2021,8/1/2021,4313,El Fardus,Sudan,Emergency,,53,12,,,100,,,232,7451,18809,,,,,,,,,
53842036,6/28/2021,8/1/2021,4324,El Radom,Sudan,Emergency,0,0,12,,,100,,,1039,13511,18809,,,,,,,,,
53708522,6/28/2021,8/1/2021,508,Mtendeli,Tanzania,Post-emergency,,101,46,,100,67,5,,408,22446,18809,,,,,,,,,
53712306,6/28/2021,8/1/2021,509,Nduta,Tanzania,Post-emergency,,45,28,,,72,5,,405,58023,18809,,,,,,,,,
53749654,6/28/2021,8/1/2021,4296,Nyarugusu Burundian,Tanzania,Post-emergency,,76,35,,100,75,6,,814,51303,18809,,,,,,,,,
53749655,6/28/2021,8/1/2021,4297,Nyarugusu Congolese,Tanzania,Post-emergency,9820,127,28,,100,60,7,,1047,78558,18809,,,,,,,,,
53633366,6/28/2021,8/1/2021,552,Adjumani,Uganda,Post-emergency,0,,8,,50,77,9,9,6055,230101,18809,,,,,,,,,
53865456,6/28/2021,8/1/2021,549,Imvepi,Uganda,Post-emergency,260,176,20,,,78,4,5,929,67834,18809,,,,,,,,,
53635563,6/28/2021,8/1/2021,554,Kyaka II,Uganda,Post-emergency,500,896,15,98,100,31,10,9,505,125431,18809,,,,,,,,,
53705616,6/28/2021,8/1/2021,553,Kyangwali,Uganda,Post-emergency,1186,793,11,,,61,5,,639,127908,18809,,,,,,,,,
53650142,6/28/2021,8/1/2021,558,Nakivale,Uganda,Post-emergency,529,631,,,,78,0,0,0,,18809,,,,,,,,,
53641580,6/28/2021,8/1/2021,555,Oruchinga,Uganda,Post-emergency,530,693,20,82,77,79,9,9,119,8111,18809,,,,,,,,,
53865443,6/28/2021,8/1/2021,551,Palorinya,Uganda,Post-emergency,82,,15,,,78,5,,827,124097,18809,,,,,,,,,
53865617,6/28/2021,8/1/2021,548,Rhino Camp,Uganda,Post-emergency,229,285,21,,,73,5,,914,121580,18809,,,,,,,,,
53705250,6/28/2021,8/1/2021,559,Rwamwanja,Uganda,Post-emergency,961,3842,8,100,33,80,5,,400,76844,18809,,,,,,,,,
53735901,6/28/2021,8/1/2021,4067,Mantapala,Zambia,Post-emergency,189,94,27,,,100,4,3,566,17000,18809,,,,,,,,,
53633473,6/28/2021,8/1/2021,642,Mayukwayukwa,Zambia,Post-emergency,279,,21,,,23,14,,889,18672,18809,,,,,,,,,
53952791,6/28/2021,8/1/2021,365,Tongogara,Zimbabwe,Post-emergency,1083,108,19,,,100,7,,1684,15161,18809,,,,,,,,,
53567700,5/31/2021,6/27/2021,463,Auserd,Algeria,Post-emergency,,,42,,,94,5,4,1242,18638,18779,,,,,,,,,
53567694,5/31/2021,6/27/2021,464,Boujdour,Algeria,Post-emergency,,,42,100,100,94,5,4,960,9601,18779,,,,,,,,,
53567706,5/31/2021,6/27/2021,465,Dakhla,Algeria,Post-emergency,,49,72,100,100,98,5,4,724,10870,18779,,,,,,,,,
53567713,5/31/2021,6/27/2021,466,Layounne,Algeria,Post-emergency,,,30,,,88,5,5,1700,25503,18779,,,,,,,,,
53567719,5/31/2021,6/27/2021,467,Smara,Algeria,Post-emergency,,98,36,100,100,87,5,5,1493,25389,18779,,,,,,,,,
53600534,5/31/2021,6/27/2021,209,Lovua settlement,Angola,Post-emergency,,56,29,,,61,6,7,560,6721,18779,,,,,,,,,
53628650,5/31/2021,6/27/2021,622,Borgop,Cameroon,Post-emergency,453,,15,,,23,8,14,,12221,18779,,,,,,,,,
53628653,5/31/2021,6/27/2021,451,Gado,Cameroon,Post-emergency,495,146,15,,,12,14,27,521,27635,18779,,,,,,,,,
53628656,5/31/2021,6/27/2021,453,Lolo,Cameroon,Post-emergency,418,153,15,,,13,12,23,401,12439,18779,,,,,,,,,
53629090,5/31/2021,6/27/2021,623,Mbile,Cameroon,Post-emergency,602,,12,,,21,12,23,472,13241,18779,,,,,,,,,
53629094,5/31/2021,6/27/2021,625,Minawao,Cameroon,Post-emergency,0,0,11,,100,16,12,23,843,69170,18779,,,,,,,,,
53629097,5/31/2021,6/27/2021,624,Ngam,Cameroon,Post-emergency,397,,19,,,27,6,12,449,6745,18779,,,,,,,,,
53629100,5/31/2021,6/27/2021,3883,Ngarisingo,Cameroon,Post-emergency,448,,16,,,24,7,13,447,1343,18779,,,,,,,,,
53629103,5/31/2021,6/27/2021,461,Timangolo,Cameroon,Post-emergency,486,193,13,,,14,12,23,735,7356,18779,,,,,,,,,
53600525,5/31/2021,6/27/2021,572,Amboko,Chad,Post-emergency,847,,22,,,19,21,22,10162,10162,18779,,,,,,,,,
53613013,5/31/2021,6/27/2021,573,Amnabak,Chad,Post-emergency,,171,10,100,96,11,35,38,9259,27777,18779,,,,,,,,,
53600538,5/31/2021,6/27/2021,4284,Beakoro,Chad,Post-emergency,426,,35,,,20,18,20,228,228,18779,,,,,,,,,
53600537,5/31/2021,6/27/2021,4282,Bekan,Chad,Post-emergency,1091,,10,,,3,125,164,3134,3134,18779,,,,,,,,,
53600527,5/31/2021,6/27/2021,600,Belom,Chad,Post-emergency,545,,28,,,15,23,27,11436,22872,18779,,,,,,,,,
53612058,5/31/2021,6/27/2021,484,Dar Es Salam,Chad,Post-emergency,473,,17,92,100,24,14,12,1301,15621,18779,,,,,,,,,
53600535,5/31/2021,6/27/2021,4275,Dembo,Chad,Post-emergency,747,,20,,,1,120,298,2989,2989,18779,,,,,,,,,
53600536,5/31/2021,6/27/2021,4280,Diba,Chad,Post-emergency,396,,28,,,3,43,50,2377,2377,18779,,,,,,,,,
53600532,5/31/2021,6/27/2021,4279,Dilingala,Chad,Post-emergency,475,,32,,,6,38,62,2373,2373,18779,,,,,,,,,
53595816,5/31/2021,6/27/2021,575,Djabal,Chad,Post-emergency,,76,19,,100,54,9,9,24354,24354,18779,,,,,,,,,
53600529,5/31/2021,6/27/2021,483,Doholo,Chad,Post-emergency,478,,32,,,41,9,8,2070,6211,18779,,,,,,,,,
53600524,5/31/2021,6/27/2021,576,Dosseye,Chad,Post-emergency,365,,26,,,53,8,8,4739,14219,18779,,,,,,,,,
53600530,5/31/2021,6/27/2021,4278,Gon,Chad,Post-emergency,510,,30,,,4,62,87,2548,2548,18779,,,,,,,,,
53600526,5/31/2021,6/27/2021,579,Gondje,Chad,Post-emergency,481,,24,,,9,35,38,4088,8176,18779,,,,,,,,,
53595810,5/31/2021,6/27/2021,580,Goz Amer,Chad,Post-emergency,759,,16,60,89,25,17,6198,37191,37191,18779,,,,,,,,,
53613010,5/31/2021,6/27/2021,581,Iridimi,Chad,Post-emergency,,103,12,100,97,26,16,17,8213,24639,18779,,,,,,,,,
53613015,5/31/2021,6/27/2021,582,Kounoungou,Chad,Post-emergency,,119,14,100,98,22,19,19,7589,22769,18779,,,,,,,,,
53613119,5/31/2021,6/27/2021,583,Mile,Chad,Post-emergency,,83,13,100,97,23,17,18,7875,23625,18779,,,,,,,,,
53600528,5/31/2021,6/27/2021,599,Moyo,Chad,Post-emergency,436,,35,,,19,19,21,3706,7412,18779,,,,,,,,,
53613121,5/31/2021,6/27/2021,584,Oure Cassoni,Chad,Post-emergency,,257,11,100,96,23,15,17,11843,35531,18779,,,,,,,,,
53600533,5/31/2021,6/27/2021,4276,Silambi,Chad,Post-emergency,334,,46,,,13,22,29,667,667,18779,,,,,,,,,
53613123,5/31/2021,6/27/2021,585,Touloum,Chad,Post-emergency,,107,8,100,99,7,56,67,10028,30086,18779,,,,,,,,,
53643497,5/31/2021,6/27/2021,486,Bili,Democratic Republic of the Congo,Post-emergency,2505,186,14,,100,11,36,37,2505,10021,18779,,,,,,,,,
53646973,5/31/2021,6/27/2021,657,Inke,Democratic Republic of the Congo,Post-emergency,709,,17,,,19,22,49,4611,18444,18779,,,,,,,,,
53635629,5/31/2021,6/27/2021,495,Lusenda,Democratic Republic of the Congo,Post-emergency,,77,22,100,100,44,9,9,1728,27648,18779,,,,,,,,,
53635631,5/31/2021,6/27/2021,4246,Mulongwe (Baraka),Democratic Republic of the Congo,Post-emergency,500,34,19,100,100,50,7,7,1640,8202,18779,,,,,,,,,
53753726,5/31/2021,6/27/2021,602,Ali Adde,Djibouti,Post-emergency,,72,21,,100,31,12,59,8395,16791,18779,,,,,,,,,
53753734,5/31/2021,6/27/2021,603,Holl Holl,Djibouti,Post-emergency,,83,23,,100,14,25,62,7286,7286,18779,,,,,,,,,
53589523,5/31/2021,6/27/2021,533,Bokolmanyo,Ethiopia,Post-emergency,,112,13,,100,15,37,42,164,27538,18779,,,,,,,,,
53593086,5/31/2021,6/27/2021,541,Buramino,Ethiopia,Post-emergency,,132,14,,100,16,36,61,252,35613,18779,,,,,,,,,
53593087,5/31/2021,6/27/2021,429,Dollo Ado Transit Centre,Ethiopia,Emergency,,,43,,,100,6,17,,230,18779,,,,,,,,,
53589802,5/31/2021,6/27/2021,527,Fugnido,Ethiopia,Post-emergency,,76,19,,100,20,26,41,1020,44888,18779,,,,,,,,,
53589803,5/31/2021,6/27/2021,497,Fugnido 2,Ethiopia,Post-emergency,,50,21,,100,27,18,19,1079,9715,18779,,,,,,,,,
53593088,5/31/2021,6/27/2021,537,Hilaweyn,Ethiopia,Post-emergency,,120,18,,100,12,50,55,384,38430,18779,,,,,,,,,
53589804,5/31/2021,6/27/2021,494,Jewi,Ethiopia,Post-emergency,,127,18,,100,37,15,30,1219,60979,18779,,,,,,,,,
53593089,5/31/2021,6/27/2021,536,Kobe,Ethiopia,Post-emergency,,73,25,,100,20,20,36,207,31943,18779,,,,,,,,,
53589805,5/31/2021,6/27/2021,450,Kule,Ethiopia,Post-emergency,,150,18,,100,39,13,97,564,48517,18779,,,,,,,,,
53593090,5/31/2021,6/27/2021,535,Melkadida,Ethiopia,Post-emergency,,88,21,,100,18,23,41,232,36027,18779,,,,,,,,,
53589806,5/31/2021,6/27/2021,4015,Nguenyyiel,Ethiopia,Post-emergency,,162,23,,100,25,19,19,955,97491,18779,,,,,,,,,
53589807,5/31/2021,6/27/2021,544,Okugo,Ethiopia,Post-emergency,,91,19,,100,20,13,,579,12744,18779,,,,,,,,,
53589808,5/31/2021,6/27/2021,546,Tierkidi,Ethiopia,Post-emergency,,203,14,,100,7,65,281,1099,67088,18779,,,,,,,,,
53666889,5/31/2021,6/27/2021,668,Ampain,Ghana,Post-emergency,100,35,52,71,80,100,23,30,194,3300,18779,,,,,,,,,
53674703,5/31/2021,6/27/2021,669,Egyeikrom,Ghana,Post-emergency,706,54,63,,,100,13,13,108,1412,18779,,,,,,,,,
53669281,5/31/2021,6/27/2021,670,Fetentaa,Ghana,Post-emergency,,70,29,50,25,2,12,31,111,1116,18779,,,,,,,,,
53641593,5/31/2021,6/27/2021,671,Krisan,Ghana,Post-emergency,96,0,27,67,100,100,11,2,100,702,18779,,,,,,,,,
53708674,5/31/2021,6/27/2021,446,Basirma,Iraq,Post-emergency,,5,101,100,100,100,6,6,732,2198,18779,,,,,,,,,
53708679,5/31/2021,6/27/2021,442,Kawergosk,Iraq,Post-emergency,,5,144,100,100,100,6,6,965,7720,18779,,,,,,,,,
53708677,5/31/2021,6/27/2021,444,Qushtapa,Iraq,Post-emergency,,5,137,100,100,100,6,6,94,8298,18779,,,,,,,,,
53600648,5/31/2021,6/27/2021,518,Dagahaley,Kenya,Post-emergency,,94,22,,100,80,7,,1895,79618,18779,,,,,,,,,
53600649,5/31/2021,6/27/2021,519,Hagadera,Kenya,Post-emergency,,103,18,,97,94,5,,2036,85521,18779,,,,,,,,,
53600650,5/31/2021,6/27/2021,520,Ifo,Kenya,Post-emergency,,66,28,,98,78,7,,1801,75676,18779,,,,,,,,,
53593109,5/31/2021,6/27/2021,313,Dzaleka,Malawi,Post-emergency,1277,511,10,,,37,8,14,166,51075,18779,,,,,,,,,
53642161,5/31/2021,6/27/2021,696,Abala,Niger,Post-emergency,,244,13,,,3,21,73,16332,16332,18779,,,,,,,,,
53605581,5/31/2021,6/27/2021,4370,Chadakori,Niger,Emergency,,,8,,,100,101,104,,7519,18779,,,,,,,,,
53605584,5/31/2021,6/27/2021,4369,Dandaji Makao,Niger,Emergency,,,10,,,100,36,56,,4477,18779,,,,,,,,,
53605583,5/31/2021,6/27/2021,4371,Garin Kaka,Niger,Emergency,,,11,,,100,54,84,,4056,18779,,,,,,,,,
53642809,5/31/2021,6/27/2021,4382,Ouallam,Niger,Post-emergency,,123,12,,,6,44,44,,5780,18779,,,,,,,,,
53643231,5/31/2021,6/27/2021,4251,Adagom,Nigeria,Post-emergency,300,315,12,100,100,10,23,25,1460,14609,18779,,,,,,,,,
53708672,5/31/2021,6/27/2021,632,Bugessera Transit Site,Rwanda,Post-emergency,,8,105,,100,100,5,9,15,276,18779,,,,,,,,,
53595818,5/31/2021,6/27/2021,626,Gihembe,Rwanda,Post-emergency,,90,17,,100,8,15,40,118,9989,18779,,,,,,,,,
53758984,5/31/2021,6/27/2021,629,Kigeme,Rwanda,Post-emergency,,78,17,,,100,32,46,715,15738,18779,,,,,,,,,
53595819,5/31/2021,6/27/2021,4243,Kijote,Rwanda,Emergency,,2,24,,,100,1,1,7,29,18779,,,,,,,,,
53589465,5/31/2021,6/27/2021,627,Kiziba,Rwanda,Post-emergency,,53,29,,100,100,23,50,269,17230,18779,,,,,,,,,
53595817,5/31/2021,6/27/2021,631,Mahama,Rwanda,Post-emergency,,62,23,100,100,100,13,13,360,46188,18779,,,,,,,,,
53758977,5/31/2021,6/27/2021,630,Mugombwa,Rwanda,Post-emergency,,95,28,,100,100,25,36,917,11012,18779,,,,,,,,,
53596576,5/31/2021,6/27/2021,628,Nyabiheke,Rwanda,Post-emergency,,90,13,,100,100,22,48,968,14527,18779,,,,,,,,,
53863246,5/31/2021,6/27/2021,633,Nyanza Reception Center,Rwanda,Post-emergency,,1,31,,,100,3,2,6,64,18779,,,,,,,,,
53594491,5/31/2021,6/27/2021,686,Ajoung Thok,South Sudan,Post-emergency,6316,109,22,,92,66,7,,496,44209,18779,,,,,,,,,
53589524,5/31/2021,6/27/2021,680,Doro,South Sudan,Post-emergency,400,103,15,,,30,16,572,1689,67590,18779,,,,,,,,,
53638870,5/31/2021,6/27/2021,681,Gendrassa,South Sudan,Post-emergency,400,121,16,100,100,34,15,485,622,19914,18779,,,,,,,,,
53638872,5/31/2021,6/27/2021,682,Kaya,South Sudan,Post-emergency,,75,21,,100,53,9,,743,26031,18779,,,,,,,,,
53594489,5/31/2021,6/27/2021,3886,Pamir,South Sudan,Post-emergency,8219,94,17,,92,42,10,,673,41097,18779,,,,,,,,,
53638873,5/31/2021,6/27/2021,678,Yusuf Batil,South Sudan,Post-emergency,400,101,14,100,100,34,16,796,1437,51749,18779,,,,,,,,,
53615375,5/31/2021,6/27/2021,561,Abuda,Sudan,Post-emergency,,,40,,,46,8,9,347,3470,18779,,,,,,,,,
53600542,5/31/2021,6/27/2021,4313,El Fardus,Sudan,Post-emergency,,83,12,,69,100,,,232,7451,18779,,,,,,,,,
53605601,5/31/2021,6/27/2021,4324,El Radom,Sudan,Post-emergency,0,0,4,100,98,100,,,1039,13511,18779,,,,,,,,,
53615376,5/31/2021,6/27/2021,562,Fau 5,Sudan,Post-emergency,,41,40,,,51,8,,830,830,18779,,,,,,,,,
53615377,5/31/2021,6/27/2021,563,Girba,Sudan,Post-emergency,,132,29,,,75,2,,887,6211,18779,,,,,,,,,
53615380,5/31/2021,6/27/2021,564,Kilo 26,Sudan,Post-emergency,,219,39,,,95,4,,1976,9881,18779,,,,,,,,,
53615378,5/31/2021,6/27/2021,565,Shagarab I,Sudan,Post-emergency,,,19,,,16,15,,2850,54167,18779,,,,,,,,,
53615381,5/31/2021,6/27/2021,567,Um Gargour,Sudan,Post-emergency,,13262,34,,,46,10,,576,11533,18779,,,,,,,,,
53615382,5/31/2021,6/27/2021,568,Wad Sharife,Sudan,Post-emergency,,,24,,,44,9,,911,18236,18779,,,,,,,,,
53708520,5/31/2021,6/27/2021,508,Mtendeli,Tanzania,Post-emergency,,108,46,,100,58,6,,435,23942,18779,,,,,,,,,
53712305,5/31/2021,6/27/2021,509,Nduta,Tanzania,Post-emergency,,39,39,,,90,4,,475,63240,18779,,,,,,,,,
53749651,5/31/2021,6/27/2021,4296,Nyarugusu Burundian,Tanzania,Post-emergency,,79,33,,100,73,6,,847,53364,18779,,,,,,,,,
53749653,5/31/2021,6/27/2021,4297,Nyarugusu Congolese,Tanzania,Post-emergency,9812,127,29,,100,58,7,,1006,78495,18779,,,,,,,,,
53865455,5/31/2021,6/27/2021,549,Imvepi,Uganda,Post-emergency,260,176,25,,,78,4,5,929,67834,18779,,,,,,,,,
53634600,5/31/2021,6/27/2021,554,Kyaka II,Uganda,Post-emergency,500,889,13,17,100,31,10,10,512,125450,18779,,,,,,,,,
53705614,5/31/2021,6/27/2021,553,Kyangwali,Uganda,Post-emergency,1209,794,15,98,100,61,5,1471,640,128037,18779,,,,,,,,,
53612025,5/31/2021,6/27/2021,558,Nakivale,Uganda,Post-emergency,529,631,,,,78,0,0,0,,18779,,,,,,,,,
53612041,5/31/2021,6/27/2021,555,Oruchinga,Uganda,Post-emergency,477,676,22,81,64,100,9,9,112,8111,18779,,,,,,,,,
53865442,5/31/2021,6/27/2021,551,Palorinya,Uganda,Post-emergency,82,,16,,,77,5,,827,124097,18779,,,,,,,,,
53865616,5/31/2021,6/27/2021,548,Rhino Camp,Uganda,Post-emergency,229,285,22,,,73,5,,914,121580,18779,,,,,,,,,
53705247,5/31/2021,6/27/2021,559,Rwamwanja,Uganda,Post-emergency,973,3843,8,100,33,79,5,,400,76852,18779,,,,,,,,,
53577850,5/31/2021,6/27/2021,4067,Mantapala,Zambia,Post-emergency,189,94,27,,,94,4,3,560,16800,18779,,,,,,,,,
53594536,5/31/2021,6/27/2021,365,Tongogara,Zimbabwe,Post-emergency,1081,108,19,,,27,7,,1513,15134,18779,,,,,,,,,
53567699,5/3/2021,5/30/2021,463,Auserd,Algeria,Post-emergency,,,42,,,94,5,4,1242,18638,18748,,,,,,,,,
53567693,5/3/2021,5/30/2021,464,Boujdour,Algeria,Post-emergency,,,32,50,100,94,5,4,960,9601,18748,,,,,,,,,
53567705,5/3/2021,5/30/2021,465,Dakhla,Algeria,Post-emergency,,49,70,100,100,98,5,4,724,10870,18748,,,,,,,,,
53567712,5/3/2021,5/30/2021,466,Layounne,Algeria,Post-emergency,,,31,,100,88,5,5,1700,25503,18748,,,,,,,,,
53567718,5/3/2021,5/30/2021,467,Smara,Algeria,Post-emergency,,98,36,,,87,5,5,1493,25389,18748,,,,,,,,,
53559105,5/3/2021,5/30/2021,209,Lovua settlement,Angola,Post-emergency,,61,27,100,0,61,6,7,560,6728,18748,,,,,,,,,
53628649,5/3/2021,5/30/2021,622,Borgop,Cameroon,Post-emergency,457,,15,,,17,10,19,,12339,18748,,,,,,,,,
53628652,5/3/2021,5/30/2021,451,Gado,Cameroon,Post-emergency,495,146,13,,,12,14,27,521,27635,18748,,,,,,,,,
53628655,5/3/2021,5/30/2021,453,Lolo,Cameroon,Post-emergency,418,153,16,,,13,12,23,401,12439,18748,,,,,,,,,
53629089,5/3/2021,5/30/2021,623,Mbile,Cameroon,Post-emergency,604,,12,,,10,14,28,474,13296,18748,,,,,,,,,
53629092,5/3/2021,5/30/2021,625,Minawao,Cameroon,Post-emergency,0,0,11,,100,16,11,22,822,67474,18748,,,,,,,,,
53629096,5/3/2021,5/30/2021,624,Ngam,Cameroon,Post-emergency,399,,18,,,21,8,16,452,6781,18748,,,,,,,,,
53629099,5/3/2021,5/30/2021,3883,Ngarisingo,Cameroon,Post-emergency,448,,16,,,24,7,13,448,1345,18748,,,,,,,,,
53629102,5/3/2021,5/30/2021,461,Timangolo,Cameroon,Post-emergency,486,193,14,,,13,12,24,717,7172,18748,,,,,,,,,
53613014,5/3/2021,5/30/2021,573,Amnabak,Chad,Post-emergency,,171,9,100,95,11,35,38,9258,27775,18748,,,,,,,,,
53600540,5/3/2021,5/30/2021,484,Dar Es Salam,Chad,Post-emergency,473,,17,95,100,24,14,12,1301,15621,18748,,,,,,,,,
53595813,5/3/2021,5/30/2021,575,Djabal,Chad,Post-emergency,,76,18,,100,54,9,10,24192,24192,18748,,,,,,,,,
53595809,5/3/2021,5/30/2021,580,Goz Amer,Chad,Post-emergency,717,,17,,95,25,16,5858,35149,35149,18748,,,,,,,,,
53613012,5/3/2021,5/30/2021,581,Iridimi,Chad,Post-emergency,,103,12,100,98,26,16,17,8204,24612,18748,,,,,,,,,
53595807,5/3/2021,5/30/2021,482,Kerfi,Chad,Post-emergency,732,,16,,,65,11,274,,2196,18748,,,,,,,,,
53613118,5/3/2021,5/30/2021,582,Kounoungou,Chad,Post-emergency,,119,15,100,97,22,19,19,7589,22769,18748,,,,,,,,,
53613120,5/3/2021,5/30/2021,583,Mile,Chad,Post-emergency,,123,16,100,98,23,17,18,7899,23699,18748,,,,,,,,,
53643474,5/3/2021,5/30/2021,486,Bili,Democratic Republic of the Congo,Post-emergency,2505,186,14,,100,11,36,37,2505,10021,18748,,,,,,,,,
53646972,5/3/2021,5/30/2021,657,Inke,Democratic Republic of the Congo,Post-emergency,709,,17,,,19,22,49,4611,18444,18748,,,,,,,,,
